2022/04/03, 115.68, 472183
2022/03/03, 107.67, 574369
2022/02/03, 110.6, 628163
2022/01/03, 103.41, 674932
2022/28/02, 95.72, 463872
2022/25/02, 91.59, 502277
2022/24/02, 92.81, 851002
2022/23/02, 92.1, 428121
2022/22/02, 92.35, 28595
2022/18/02, 91.07, 98808
2022/17/02, 91.76, 188922
2022/16/02, 93.66, 361057
2022/15/02, 92.07, 401815
2022/14/02, 95.46, 437005
2022/11/02, 93.1, 518340
2022/10/02, 89.88, 455913
2022/09/02, 89.66, 408290
2022/08/02, 89.36, 429214
2022/07/02, 91.32, 463483
